record_id,protocol_id,scenario,method,base_training_robot_count,evaluation_robot_count,zero_shot_variable_team_size,training_seed,evaluation_episode_index,safety_envelope,possible_directed_nonself_edge_count,active_conflict_edge_count_mean,active_conflict_edge_count_max,edge_density_mean,CPA_graph_build_time_mean_ms,GAT_message_passing_time_mean_ms,policy_inference_time_mean_ms,policy_inference_time_p95_ms,control_step_time_mean_ms,peak_GPU_memory_MB,real_time_factor,fully_successful_episode,collision_episode,near_miss_episode,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,min_rr_center_distance_m,episode_wall_time_s,checkpoint_sha256
scal__mixed_complex__CA-GAT-MAPPO__N4__seed6__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,6,8,ON,12,5.1,7,0.425,0.0811,0.2968,0.8019,1.4435,1.2,1200,0.95,1,0,0,52.46,60.33,1.182,21.059,0.8423,57.7,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
scal__mixed_complex__CA-GAT-MAPPO__N4__seed6__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,6,9,ON,12,4.2,5,0.35,0.0752,0.2483,0.9268,1.6682,1.2,1200,0.95,1,0,0,49.99,57.49,0.679,21.2534,0.8461,55,ed09582cb314a7d6fb62a2969e8ec146c4ad5a35bbded88314c57cd591ec5719
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,0,ON,12,3.8,4,0.316667,0.073,0.2666,0.7414,1.3345,1.2,1200,0.95,1,0,0,47.18,54.26,1.075,21.7519,0.8485,51.9,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,1,ON,12,5.2,6,0.433333,0.0911,0.2504,0.8584,1.545,1.2,1200,0.95,1,0,0,50.54,58.12,0.428,21.4995,0.8469,55.6,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,2,ON,12,4.6,7,0.383333,0.0788,0.2862,0.8261,1.4871,1.2,1200,0.95,1,0,0,44.11,50.72,0.699,21.7277,0.8552,48.5,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,3,ON,12,3.9,4,0.325,0.0959,0.2374,0.7155,1.2879,1.2,1200,0.95,1,0,0,51.45,59.16,0.463,21.1195,0.8588,56.6,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,4,ON,12,2.2,3,0.183333,0.0915,0.226,0.826,1.4868,1.2,1200,0.95,1,0,0,43.39,49.9,0.495,21.5758,0.8448,47.7,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,5,ON,12,3.9,5,0.325,0.0823,0.2371,0.7536,1.3566,1.2,1200,0.95,1,0,0,47.48,54.6,0.47,21.1155,0.8637,52.2,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,6,ON,12,3.7,4,0.308333,0.0718,0.2989,0.8007,1.4412,1.2,1200,0.95,1,0,0,55.45,63.77,0.478,21.8078,0.8607,61,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,7,ON,12,5.2,6,0.433333,0.0831,0.2677,0.7515,1.3527,1.2,1200,0.95,1,0,0,45.61,52.45,1.092,21.3162,0.8419,50.2,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,8,ON,12,3.2,4,0.266667,0.0821,0.2792,0.7208,1.2975,1.2,1200,0.95,1,0,0,52.89,60.82,0.695,21.9163,0.8759,58.2,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N4__seed7__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,4,1,7,9,ON,12,6.8,7,0.566667,0.0825,0.2973,0.9616,1.7309,1.2,1200,0.95,1,0,0,54.22,62.36,1.37,21.6509,0.8497,59.6,7aecf6a7e53711d5a0f1473913406cc645bbc0aa42ebc65a753ac1a5648703b0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,0,ON,30,15.8,16,0.526667,0.1245,0.3928,1.1053,1.9895,1.4,1600,0.89,0,1,1,63.25,74.32,1.027,25.4863,0.5698,69.6,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,1,ON,30,8.8,10,0.293333,0.1294,0.3934,1.198,2.1563,1.4,1600,0.89,1,0,0,57.61,67.69,1.694,25.9088,0.8355,63.4,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,2,ON,30,13.7,15,0.456667,0.1201,0.4014,1.1358,2.0444,1.4,1600,0.89,1,0,0,54.14,63.62,1.268,26.6303,0.8266,59.6,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,3,ON,30,16.4,18,0.546667,0.1253,0.3612,1.0748,1.9346,1.4,1600,0.89,1,0,0,57.52,67.59,1.848,26.6451,0.8396,63.3,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,4,ON,30,12.8,13,0.426667,0.1223,0.4299,1.1251,2.0252,1.4,1600,0.89,1,0,0,66.68,78.35,1.396,26.2795,0.8273,73.3,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,5,ON,30,9.8,10,0.326667,0.1475,0.4357,1.1704,2.1068,1.4,1600,0.89,1,0,0,64.76,76.1,1.598,26.3423,0.8524,71.2,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,6,ON,30,13.5,14,0.45,0.1439,0.3977,1.2806,2.3051,1.4,1600,0.89,1,0,0,64.35,75.61,0.858,25.9004,0.8461,70.8,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,7,ON,30,8.5,11,0.283333,0.1204,0.4146,1.2116,2.181,1.4,1600,0.89,1,0,0,64.59,75.89,1.001,25.8244,0.832,71,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,8,ON,30,14.7,15,0.49,0.1438,0.4178,1.0065,1.8116,1.4,1600,0.89,1,0,0,54.25,63.75,1.188,25.7917,0.8571,59.7,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed0__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,0,9,ON,30,16.4,17,0.546667,0.1436,0.3603,1.1427,2.0568,1.4,1600,0.89,1,0,0,62.32,73.23,1.394,25.8329,0.8428,68.6,bfcedc1c8f0ae2806ebdc8d7c572ba9275e4a0487907899821a3d107e71101ce
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,0,ON,30,10.4,11,0.346667,0.1282,0.4244,1.2077,2.1738,1.4,1600,0.89,1,0,0,53.88,63.31,1.222,25.6293,0.8397,59.3,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,1,ON,30,14.3,16,0.476667,0.1403,0.3845,1.2202,2.1963,1.4,1600,0.89,1,0,0,61.77,72.58,1.37,26.7988,0.8422,67.9,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,2,ON,30,15.4,16,0.513333,0.1344,0.4126,1.1626,2.0927,1.4,1600,0.89,1,0,0,56.93,66.89,1.741,26.189,0.8166,62.6,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,3,ON,30,9.9,10,0.33,0.1223,0.4018,1.2235,2.2023,1.4,1600,0.89,1,0,0,63.8,74.97,1.064,26.158,0.8259,70.2,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,4,ON,30,11.2,13,0.373333,0.144,0.4023,1.0815,1.9467,1.4,1600,0.89,1,0,0,64.26,75.51,1.677,25.5568,0.8233,70.7,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,5,ON,30,10.2,11,0.34,0.1236,0.4302,1.0904,1.9627,1.4,1600,0.89,1,0,0,62.77,73.75,1.179,27.1037,0.8182,69,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,6,ON,30,15.2,16,0.506667,0.1229,0.4252,1.1818,2.1272,1.4,1600,0.89,1,0,0,59.95,70.44,1.755,26.0699,0.8366,65.9,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,7,ON,30,16.6,17,0.553333,0.1448,0.409,1.1746,2.1143,1.4,1600,0.89,1,0,0,65.41,76.85,1.787,26.7674,0.8426,71.9,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,8,ON,30,17.1,18,0.57,0.1365,0.3629,1.1782,2.1208,1.4,1600,0.89,1,0,0,57.84,67.96,1.327,26.2487,0.8375,63.6,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed1__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,1,9,ON,30,12.4,14,0.413333,0.1217,0.4343,1.0884,1.9591,1.4,1600,0.89,1,0,0,61.05,71.73,1.736,25.793,0.8447,67.2,8ed99808c66525bebda19333f1531725f5d3205410e0532243400e3764a1fdb8
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,0,ON,30,8.9,9,0.296667,0.1426,0.3837,1.0252,1.8453,1.4,1600,0.89,0,1,1,61.7,72.5,1.61,26.2156,0.5942,67.9,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,1,ON,30,13.9,16,0.463333,0.143,0.3673,1.1126,2.0027,1.4,1600,0.89,1,0,0,65.85,77.37,1.769,25.4992,0.8257,72.4,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,2,ON,30,8.9,10,0.296667,0.12,0.3741,1.0875,1.9575,1.4,1600,0.89,1,0,0,64.1,75.31,1.545,25.7616,0.8237,70.5,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,3,ON,30,12.1,13,0.403333,0.1262,0.4019,1.2265,2.2077,1.4,1600,0.89,1,0,0,56.71,66.63,1.179,26.1817,0.8393,62.4,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,4,ON,30,13.6,16,0.453333,0.1271,0.3743,1.2621,2.2718,1.4,1600,0.89,1,0,0,63.77,74.94,1.123,26.7135,0.8475,70.2,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,5,ON,30,12.5,13,0.416667,0.1259,0.4343,1.1943,2.1498,1.4,1600,0.89,1,0,1,66.71,78.38,0.757,26.793,0.6204,73.4,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,6,ON,30,16,16,0.533333,0.1367,0.3731,1.0885,1.9592,1.4,1600,0.89,1,0,0,54.51,64.05,1.022,25.4827,0.8307,60,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,7,ON,30,14,14,0.466667,0.138,0.3991,1.0564,1.9016,1.4,1600,0.89,1,0,0,59.92,70.41,1.552,26.5474,0.8281,65.9,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,8,ON,30,12,13,0.4,0.1486,0.3842,1.0266,1.8478,1.4,1600,0.89,1,0,0,63.86,75.03,1.536,27.1457,0.8381,70.2,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed2__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,2,9,ON,30,9.1,10,0.303333,0.13,0.4334,1.1297,2.0335,1.4,1600,0.89,1,0,0,66.48,78.11,1.62,25.8593,0.8329,73.1,83df6211c82175f2b55c0f388fd343ffc3f228c028273b13498381129ab10241
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,0,ON,30,12.2,13,0.406667,0.1485,0.4312,1.2983,2.337,1.4,1600,0.89,1,0,0,64.25,75.49,0.839,26.9076,0.8406,70.7,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,1,ON,30,10,10,0.333333,0.139,0.4313,1.1153,2.0075,1.4,1600,0.89,1,0,0,66.46,78.09,0.76,26.0071,0.8374,73.1,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,2,ON,30,13.4,14,0.446667,0.1493,0.3854,1.1957,2.1523,1.4,1600,0.89,1,0,0,55.83,65.6,1.263,25.6916,0.8256,61.4,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,3,ON,30,12.3,15,0.41,0.1203,0.4334,1.1512,2.0722,1.4,1600,0.89,1,0,0,62.12,73,1.044,26.7036,0.818,68.3,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,4,ON,30,13.8,14,0.46,0.1476,0.4202,1.017,1.8306,1.4,1600,0.89,1,0,0,59.8,70.26,1.259,26.1322,0.8244,65.8,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,5,ON,30,8.1,9,0.27,0.1376,0.4058,1.1523,2.0741,1.4,1600,0.89,1,0,0,61.49,72.25,1.785,25.3422,0.8222,67.6,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,6,ON,30,15.1,16,0.503333,0.1392,0.3739,1.2331,2.2196,1.4,1600,0.89,1,0,0,66.75,78.44,1.692,26.3887,0.8278,73.4,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,7,ON,30,11.4,13,0.38,0.1412,0.3794,1.0107,1.8193,1.4,1600,0.89,1,0,0,60.71,71.33,1.517,26.6936,0.8284,66.8,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,8,ON,30,12.2,13,0.406667,0.1422,0.4273,1.2385,2.2294,1.4,1600,0.89,1,0,0,63.53,74.65,1.338,26.0198,0.8327,69.9,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed3__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,3,9,ON,30,9.4,12,0.313333,0.1376,0.3986,1.1406,2.053,1.4,1600,0.89,1,0,0,65.98,77.53,0.913,25.4485,0.8447,72.6,db73792d69e34f730009208f36e16377f566a0653b487afb0c9e2546504e61a0
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,0,ON,30,13.7,16,0.456667,0.148,0.427,1.1749,2.1149,1.4,1600,0.89,1,0,0,58.5,68.74,0.852,26.8583,0.8287,64.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,1,ON,30,8.6,9,0.286667,0.1359,0.4394,1.1027,1.9848,1.4,1600,0.89,1,0,0,60.37,70.93,1.721,26.4716,0.8279,66.4,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,2,ON,30,15.9,17,0.53,0.1389,0.3643,1.1663,2.0993,1.4,1600,0.89,1,0,0,55.7,65.45,1.13,26.7014,0.8299,61.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,3,ON,30,10.7,11,0.356667,0.1223,0.3826,1.223,2.2015,1.4,1600,0.89,1,0,0,63.21,74.28,1.033,26.6228,0.8357,69.5,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,4,ON,30,12.7,13,0.423333,0.1259,0.3943,1.1148,2.0066,1.4,1600,0.89,1,0,0,56.83,66.78,1.749,26.9702,0.8333,62.5,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,5,ON,30,10.5,11,0.35,0.1463,0.421,1.1769,2.1184,1.4,1600,0.89,1,0,0,63.56,74.69,0.804,24.9994,0.8351,69.9,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,6,ON,30,11.1,13,0.37,0.1216,0.3684,1.2341,2.2214,1.4,1600,0.89,1,0,0,59.38,69.77,1.38,26.8113,0.8414,65.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep07,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,7,ON,30,12.9,13,0.43,0.1243,0.411,1.2924,2.3262,1.4,1600,0.89,1,0,0,57.52,67.59,1.158,25.6538,0.8377,63.3,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep08,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,8,ON,30,9.8,12,0.326667,0.1322,0.3872,1.0045,1.8081,1.4,1600,0.89,1,0,0,54.18,63.66,1.278,27.3217,0.8533,59.6,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed4__ep09,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,4,9,ON,30,16,16,0.533333,0.1496,0.3976,1.2576,2.2638,1.4,1600,0.89,1,0,0,55.1,64.74,1.18,25.3757,0.8292,60.6,f5e210f1f3eada71e80dc9a96ddd0372317557285c215726f7fc87779a373c42
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep00,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,0,ON,30,9.2,10,0.306667,0.1256,0.4318,1.0519,1.8934,1.4,1600,0.89,1,0,0,64.36,75.62,1.749,26.7581,0.8422,70.8,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep01,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,1,ON,30,17.3,18,0.576667,0.1289,0.3985,1.1722,2.11,1.4,1600,0.89,1,0,0,63.55,74.67,0.924,26.2771,0.8491,69.9,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep02,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,2,ON,30,16,17,0.533333,0.1255,0.4245,1.0401,1.8722,1.4,1600,0.89,1,0,0,61.71,72.51,0.92,26.84,0.8367,67.9,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep03,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,3,ON,30,9.2,10,0.306667,0.1446,0.3737,1.2983,2.337,1.4,1600,0.89,1,0,0,56.79,66.73,1.103,26.6608,0.8212,62.5,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep04,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,4,ON,30,13,13,0.433333,0.1276,0.3657,1.0466,1.8839,1.4,1600,0.89,1,0,0,57.18,67.19,1.641,27.091,0.8408,62.9,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep05,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,5,ON,30,16.3,18,0.543333,0.1322,0.3814,1.2449,2.2408,1.4,1600,0.89,1,0,0,62.05,72.91,1.355,26.1626,0.834,68.3,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
scal__mixed_complex__CA-GAT-MAPPO__N6__seed5__ep06,zero_shot_team_size_stress,mixed_complex,CA-GAT-MAPPO,4,6,1,5,6,ON,30,14.1,17,0.47,0.1333,0.3727,1.1145,2.0061,1.4,1600,0.89,1,0,0,64.75,76.08,1.497,27.026,0.8181,71.2,da29fb12dd230cb7a8ee1e88c60ca8b2d6077612165ed390a9456fb3ca05bd64
