record_id,protocol_id,scenario,controller,group_type,group_id,evaluation_episode_index,robot_count,safety_envelope,control_step_s,fully_successful_episode,successful_robots,collision_episode,collision_type,rr_near_miss_count,rp_near_miss_count,intervention_count,evaluated_command_count,intervention_ratio,mean_normalized_intervention_magnitude,episode_max_normalized_intervention_magnitude,average_completion_time_s,makespan_s,average_waiting_time_s,min_rr_center_distance_m,min_rp_center_distance_m,checkpoint_sha256,evaluation_seed_e,robot_random_seed,pedestrian_random_seed,draw_id
audit__static_clutter__Classical_local_controller__g7__ep05,safety_envelope_intervention_audit,static_clutter,Classical local controller,evaluation_seed,7,5,4,ON,0.1,1,4,0,N/A,0,N/A,423,1496,0.282754010695187,0.115487,0.999,33.3886,37.3952,2.1316,0.67983,N/A,N/A,11715,11715715,N/A (no pedestrians),draw_static_clutter_Classical local controller_g7_ep5
audit__static_clutter__Classical_local_controller__g7__ep06,safety_envelope_intervention_audit,static_clutter,Classical local controller,evaluation_seed,7,6,4,ON,0.1,1,4,0,N/A,0,N/A,414,1493,0.277294038847957,0.107743,0.999,31.1743,34.9153,1.2101,0.690054,N/A,N/A,11036,11036936,N/A (no pedestrians),draw_static_clutter_Classical local controller_g7_ep6
audit__static_clutter__Classical_local_controller__g7__ep07,safety_envelope_intervention_audit,static_clutter,Classical local controller,evaluation_seed,7,7,4,ON,0.1,1,4,0,N/A,0,N/A,391,1515,0.258085808580858,0.128525,0.999,33.3052,37.3018,2.0628,0.631891,N/A,N/A,11960,11960960,N/A (no pedestrians),draw_static_clutter_Classical local controller_g7_ep7
audit__static_clutter__Classical_local_controller__g7__ep08,safety_envelope_intervention_audit,static_clutter,Classical local controller,evaluation_seed,7,8,4,ON,0.1,1,4,0,N/A,0,N/A,398,1599,0.248905565978737,0.132566,0.999,32.5747,36.4837,1.2776,0.694662,N/A,N/A,7121,7121621,N/A (no pedestrians),draw_static_clutter_Classical local controller_g7_ep8
audit__static_clutter__Classical_local_controller__g7__ep09,safety_envelope_intervention_audit,static_clutter,Classical local controller,evaluation_seed,7,9,4,ON,0.1,1,4,0,N/A,0,N/A,418,1529,0.273381294964029,0.113709,0.999,32.7342,36.6623,2.4306,0.638903,N/A,N/A,3773,3773873,N/A (no pedestrians),draw_static_clutter_Classical local controller_g7_ep9
audit__dynamic_pedestrians__Classical_local_controller__g0__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,0,4,ON,0.1,1,4,0,N/A,0,0,358,1335,0.268164794007491,0.186312,0.92662,30.7984,34.4942,1.523,0.65101,0.832164,N/A,9746,9746546,9746643,draw_dynamic_pedestrians_Classical local controller_g0_ep0
audit__dynamic_pedestrians__Classical_local_controller__g0__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,1,4,ON,0.1,1,4,0,N/A,0,0,364,1338,0.272047832585949,0.173315,0.914366,34.2199,38.3263,1.9484,0.657382,0.825209,N/A,11365,11365365,11365462,draw_dynamic_pedestrians_Classical local controller_g0_ep1
audit__dynamic_pedestrians__Classical_local_controller__g0__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,2,4,ON,0.1,1,4,0,N/A,0,0,354,1384,0.255780346820809,0.169364,0.894592,30.9275,34.6388,1.9538,0.69942,0.918169,N/A,11063,11063963,11064060,draw_dynamic_pedestrians_Classical local controller_g0_ep2
audit__dynamic_pedestrians__Classical_local_controller__g0__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,3,4,ON,0.1,1,4,0,N/A,0,0,336,1229,0.273393002441009,0.197192,0.932402,34.7253,38.8924,2.2769,0.694831,0.888882,N/A,5345,5345645,5345742,draw_dynamic_pedestrians_Classical local controller_g0_ep3
audit__dynamic_pedestrians__Classical_local_controller__g0__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,4,4,ON,0.1,1,4,0,N/A,0,0,354,1332,0.265765765765766,0.16498,0.872447,33.5219,37.5445,1.4701,0.643853,0.917054,N/A,9912,9912712,9912809,draw_dynamic_pedestrians_Classical local controller_g0_ep4
audit__dynamic_pedestrians__Classical_local_controller__g0__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,5,4,ON,0.1,1,4,0,N/A,0,0,349,1307,0.267023718439174,0.180871,0.901231,30.4573,34.1122,1.2593,0.682359,0.84705,N/A,4297,4297497,4297594,draw_dynamic_pedestrians_Classical local controller_g0_ep5
audit__dynamic_pedestrians__Classical_local_controller__g0__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,6,4,ON,0.1,1,4,0,N/A,0,0,347,1305,0.265900383141763,0.20086,0.921479,32.5939,36.5052,1.7769,0.702011,0.911911,N/A,5926,5926326,5926423,draw_dynamic_pedestrians_Classical local controller_g0_ep6
audit__dynamic_pedestrians__Classical_local_controller__g0__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,7,4,ON,0.1,1,4,0,N/A,0,0,378,1477,0.255924170616114,0.156357,0.899842,33.4603,37.4755,1.729,0.690319,0.820147,N/A,11496,11496496,11496593,draw_dynamic_pedestrians_Classical local controller_g0_ep7
audit__dynamic_pedestrians__Classical_local_controller__g0__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,8,4,ON,0.1,1,4,0,N/A,0,0,365,1280,0.28515625,0.160284,0.874779,32.1025,35.9548,1.8705,0.642495,0.83179,N/A,7051,7051551,7051648,draw_dynamic_pedestrians_Classical local controller_g0_ep8
audit__dynamic_pedestrians__Classical_local_controller__g0__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,0,9,4,ON,0.1,1,4,0,N/A,0,0,378,1363,0.277329420396185,0.144219,0.882079,31.6656,35.4655,1.5663,0.643485,0.810617,N/A,5690,5690990,5691087,draw_dynamic_pedestrians_Classical local controller_g0_ep9
audit__dynamic_pedestrians__Classical_local_controller__g1__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,0,4,ON,0.1,1,4,0,N/A,0,0,318,1352,0.235207100591716,0.155603,0.863301,34.8922,39.0792,1.9005,0.700041,0.844066,N/A,11646,11646646,11646743,draw_dynamic_pedestrians_Classical local controller_g1_ep0
audit__dynamic_pedestrians__Classical_local_controller__g1__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,1,4,ON,0.1,1,4,0,N/A,0,0,328,1277,0.256851996867659,0.18115,0.858359,30.6996,34.3836,2.1338,0.661269,0.906815,N/A,5555,5555855,5555952,draw_dynamic_pedestrians_Classical local controller_g1_ep1
audit__dynamic_pedestrians__Classical_local_controller__g1__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,2,4,ON,0.1,1,4,0,N/A,0,0,343,1323,0.259259259259259,0.178458,0.838332,33.3097,37.3069,2.3404,0.667516,0.806376,N/A,6246,6246646,6246743,draw_dynamic_pedestrians_Classical local controller_g1_ep2
audit__dynamic_pedestrians__Classical_local_controller__g1__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,3,4,ON,0.1,1,4,0,N/A,0,0,311,1138,0.273286467486819,0.190391,0.830027,32.2525,36.1228,1.6298,0.685752,0.891049,N/A,7612,7612212,7612309,draw_dynamic_pedestrians_Classical local controller_g1_ep3
audit__dynamic_pedestrians__Classical_local_controller__g1__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,4,4,ON,0.1,1,4,0,N/A,0,0,322,1276,0.252351097178683,0.160582,0.863465,34.7266,38.8938,1.95,0.660658,0.826286,N/A,7998,7998598,7998695,draw_dynamic_pedestrians_Classical local controller_g1_ep4
audit__dynamic_pedestrians__Classical_local_controller__g1__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,5,4,ON,0.1,1,4,0,N/A,0,0,326,1189,0.274179983179142,0.150942,0.830087,34.7284,38.8958,1.339,0.636316,0.87148,N/A,4646,4646846,4646943,draw_dynamic_pedestrians_Classical local controller_g1_ep5
audit__dynamic_pedestrians__Classical_local_controller__g1__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,6,4,ON,0.1,1,4,0,N/A,0,0,343,1347,0.25463994060876,0.172336,0.874773,33.1135,37.0871,1.2278,0.661895,0.830317,N/A,8145,8145745,8145842,draw_dynamic_pedestrians_Classical local controller_g1_ep6
audit__dynamic_pedestrians__Classical_local_controller__g1__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,7,4,ON,0.1,1,4,0,N/A,0,0,319,1277,0.249804228660924,0.178225,0.851965,30.2662,33.8981,1.4661,0.661643,0.883787,N/A,10134,10134934,10135031,draw_dynamic_pedestrians_Classical local controller_g1_ep7
audit__dynamic_pedestrians__Classical_local_controller__g1__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,8,4,ON,0.1,1,4,0,N/A,0,0,316,1262,0.250396196513471,0.16687,0.888715,34.2524,38.3627,2.2398,0.694289,0.856815,N/A,6498,6498898,6498995,draw_dynamic_pedestrians_Classical local controller_g1_ep8
audit__dynamic_pedestrians__Classical_local_controller__g1__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,1,9,4,ON,0.1,1,4,0,N/A,0,0,341,1298,0.26271186440678,0.18519,0.886689,33.8985,37.9663,2.2392,0.704788,0.831474,N/A,7961,7961561,7961658,draw_dynamic_pedestrians_Classical local controller_g1_ep9
audit__dynamic_pedestrians__Classical_local_controller__g2__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,0,4,ON,0.1,1,4,0,N/A,0,0,335,1242,0.269726247987117,0.171603,0.891307,31.1141,34.8478,1.6707,0.665482,0.841031,N/A,11374,11374374,11374471,draw_dynamic_pedestrians_Classical local controller_g2_ep0
audit__dynamic_pedestrians__Classical_local_controller__g2__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,1,4,ON,0.1,1,4,0,N/A,0,0,335,1358,0.246686303387334,0.170256,0.919761,32.1189,35.9731,2.1925,0.660964,0.870835,N/A,9000,9000700,9000797,draw_dynamic_pedestrians_Classical local controller_g2_ep1
audit__dynamic_pedestrians__Classical_local_controller__g2__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,2,4,ON,0.1,1,4,0,N/A,0,0,327,1219,0.26825266611977,0.170929,0.908306,34.4733,38.6101,1.8943,0.647271,0.802822,N/A,4060,4060260,4060357,draw_dynamic_pedestrians_Classical local controller_g2_ep2
audit__dynamic_pedestrians__Classical_local_controller__g2__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,3,4,ON,0.1,1,4,0,N/A,0,0,332,1294,0.256568778979907,0.170531,0.890679,34.9766,39.1738,1.6027,0.651293,0.852765,N/A,11938,11938938,11939035,draw_dynamic_pedestrians_Classical local controller_g2_ep3
audit__dynamic_pedestrians__Classical_local_controller__g2__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,4,4,ON,0.1,1,4,0,N/A,0,0,307,1315,0.233460076045627,0.177065,0.905633,32.3714,36.2559,1.7933,0.680582,0.879496,N/A,7842,7842442,7842539,draw_dynamic_pedestrians_Classical local controller_g2_ep4
audit__dynamic_pedestrians__Classical_local_controller__g2__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,5,4,ON,0.1,1,4,0,N/A,0,0,301,1162,0.259036144578313,0.174133,0.919774,33.2346,37.2228,1.828,0.687066,0.865656,N/A,3396,3396496,3396593,draw_dynamic_pedestrians_Classical local controller_g2_ep5
audit__dynamic_pedestrians__Classical_local_controller__g2__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,6,4,ON,0.1,1,4,0,N/A,0,0,333,1231,0.27051177904143,0.19615,0.915455,31.6754,35.4764,1.5311,0.649406,0.873802,N/A,10549,10549449,10549546,draw_dynamic_pedestrians_Classical local controller_g2_ep6
audit__dynamic_pedestrians__Classical_local_controller__g2__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,7,4,ON,0.1,1,4,0,N/A,0,0,345,1377,0.250544662309368,0.162358,0.913929,33.2231,37.2099,1.9864,0.685656,0.888937,N/A,3771,3771871,3771968,draw_dynamic_pedestrians_Classical local controller_g2_ep7
audit__dynamic_pedestrians__Classical_local_controller__g2__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,8,4,ON,0.1,1,4,0,N/A,0,0,323,1228,0.263029315960912,0.173057,0.893051,32.5504,36.4565,2.3136,0.66999,0.893987,N/A,7102,7102602,7102699,draw_dynamic_pedestrians_Classical local controller_g2_ep8
audit__dynamic_pedestrians__Classical_local_controller__g2__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,2,9,4,ON,0.1,1,4,0,N/A,0,0,338,1395,0.242293906810036,0.177295,0.90765,31.8182,35.6364,2.4877,0.640831,0.800886,N/A,4701,4701901,4701998,draw_dynamic_pedestrians_Classical local controller_g2_ep9
audit__dynamic_pedestrians__Classical_local_controller__g3__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,0,4,ON,0.1,1,4,0,N/A,0,0,300,1129,0.265721877767936,0.157,0.896294,34.1533,38.2517,1.6673,0.674922,0.891307,N/A,9081,9081781,9081878,draw_dynamic_pedestrians_Classical local controller_g3_ep0
audit__dynamic_pedestrians__Classical_local_controller__g3__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,1,4,ON,0.1,1,4,0,N/A,0,0,315,1115,0.282511210762332,0.175747,0.886598,34.5602,38.7074,1.7239,0.636775,0.889298,N/A,3962,3962162,3962259,draw_dynamic_pedestrians_Classical local controller_g3_ep1
audit__dynamic_pedestrians__Classical_local_controller__g3__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,2,4,ON,0.1,1,4,0,N/A,0,0,317,1205,0.263070539419087,0.167534,0.861952,34.2461,38.3556,1.0151,0.689528,0.887677,N/A,3034,3034134,3034231,draw_dynamic_pedestrians_Classical local controller_g3_ep2
audit__dynamic_pedestrians__Classical_local_controller__g3__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,3,4,ON,0.1,1,4,0,N/A,0,0,337,1207,0.27920463960232,0.175798,0.85729,30.4268,34.0781,1.5078,0.675526,0.906591,N/A,8785,8785485,8785582,draw_dynamic_pedestrians_Classical local controller_g3_ep3
audit__dynamic_pedestrians__Classical_local_controller__g3__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,4,4,ON,0.1,1,4,0,N/A,0,0,304,1206,0.252072968490879,0.178761,0.854159,33.8462,37.9077,2.4826,0.69741,0.811789,N/A,3441,3441541,3441638,draw_dynamic_pedestrians_Classical local controller_g3_ep4
audit__dynamic_pedestrians__Classical_local_controller__g3__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,5,4,ON,0.1,1,4,0,N/A,0,0,339,1197,0.283208020050125,0.189932,0.864854,31.8557,35.6784,2.3653,0.69176,0.889122,N/A,8146,8146746,8146843,draw_dynamic_pedestrians_Classical local controller_g3_ep5
audit__dynamic_pedestrians__Classical_local_controller__g3__ep06,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,6,4,ON,0.1,1,4,0,N/A,0,0,333,1297,0.25674633770239,0.15505,0.876295,32.3491,36.231,1.7452,0.67304,0.915955,N/A,9684,9684484,9684581,draw_dynamic_pedestrians_Classical local controller_g3_ep6
audit__dynamic_pedestrians__Classical_local_controller__g3__ep07,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,7,4,ON,0.1,1,4,0,N/A,0,0,329,1242,0.264895330112721,0.182607,0.874618,32.2569,36.1277,1.0074,0.685523,0.897209,N/A,4564,4564764,4564861,draw_dynamic_pedestrians_Classical local controller_g3_ep7
audit__dynamic_pedestrians__Classical_local_controller__g3__ep08,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,8,4,ON,0.1,1,4,0,N/A,0,0,307,1210,0.253719008264463,0.202724,0.88653,34.7129,38.8785,1.1801,0.647128,0.839052,N/A,9423,9423223,9423320,draw_dynamic_pedestrians_Classical local controller_g3_ep8
audit__dynamic_pedestrians__Classical_local_controller__g3__ep09,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,3,9,4,ON,0.1,1,4,0,N/A,0,0,361,1269,0.284475965327029,0.156548,0.854695,33.9161,37.9861,1.3979,0.696604,0.842659,N/A,5557,5557857,5557954,draw_dynamic_pedestrians_Classical local controller_g3_ep9
audit__dynamic_pedestrians__Classical_local_controller__g4__ep00,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,4,0,4,ON,0.1,1,4,0,N/A,0,0,371,1495,0.248160535117057,0.160976,0.880279,31.3329,35.0928,2.0725,0.635252,0.852783,N/A,3332,3332432,3332529,draw_dynamic_pedestrians_Classical local controller_g4_ep0
audit__dynamic_pedestrians__Classical_local_controller__g4__ep01,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,4,1,4,ON,0.1,1,4,0,N/A,0,0,344,1302,0.2642089093702,0.141136,0.874799,32.9407,36.8936,1.7172,0.683832,0.906654,N/A,7346,7346846,7346943,draw_dynamic_pedestrians_Classical local controller_g4_ep1
audit__dynamic_pedestrians__Classical_local_controller__g4__ep02,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,4,2,4,ON,0.1,1,4,0,N/A,0,0,377,1500,0.251333333333333,0.175028,0.89312,32.9559,36.9106,2.3215,0.68739,0.911128,N/A,11708,11708708,11708805,draw_dynamic_pedestrians_Classical local controller_g4_ep2
audit__dynamic_pedestrians__Classical_local_controller__g4__ep03,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,4,3,4,ON,0.1,1,4,0,N/A,0,0,362,1611,0.224705152079454,0.18675,0.89648,31.0759,34.805,2.155,0.667806,0.819626,N/A,8766,8766466,8766563,draw_dynamic_pedestrians_Classical local controller_g4_ep3
audit__dynamic_pedestrians__Classical_local_controller__g4__ep04,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,4,4,4,ON,0.1,1,4,0,N/A,0,0,375,1599,0.234521575984991,0.153702,0.876143,33.4299,37.4415,2.2993,0.68485,0.882441,N/A,7081,7081581,7081678,draw_dynamic_pedestrians_Classical local controller_g4_ep4
audit__dynamic_pedestrians__Classical_local_controller__g4__ep05,safety_envelope_intervention_audit,dynamic_pedestrians,Classical local controller,evaluation_seed,4,5,4,ON,0.1,1,4,0,N/A,0,0,353,1389,0.254139668826494,0.169575,0.877274,30.9082,34.6172,1.5357,0.670643,0.845304,N/A,5985,5985385,5985482,draw_dynamic_pedestrians_Classical local controller_g4_ep5
